,playerShort,birthday,height,weight,position,photoID,rater1,rater2,skintone
1789,shane-ferguson,12.07.1991,178.0,73.0,,144116.jpg,0.0,0.0,0.0
1790,shane-long,22.01.1987,178.0,71.0,,43075.jpg,0.25,0.25,0.25
1793,shaun-maloney,24.01.1983,173.0,69.0,Left Midfielder,8121.jpg,0.0,0.25,0.125
1794,shaun-wright-phillips,25.10.1981,168.0,64.0,Right Winger,12052.jpg,1.0,1.0,1.0
1795,shawn-parker,07.03.1993,179.0,76.0,Center Forward,173415.jpg,0.5,0.5,0.5
1796,shay-given,20.04.1976,188.0,84.0,Goalkeeper,1164.jpg,0.0,0.0,0.0
1797,shinji-kagawa,17.03.1989,172.0,63.0,Attacking Midfielder,45223.jpg,0.25,0.25,0.25
1798,shinji-okazaki,16.04.1986,173.0,70.0,Center Forward,45985.jpg,0.25,0.25,0.25
1799,shola-ameobi,12.10.1981,191.0,84.0,,3883.jpg,1.0,1.0,1.0
1800,siaka-tiene,22.02.1982,176.0,72.0,Left Fullback,38465.jpg,0.75,0.75,0.75
1801,sidney-govou,27.07.1979,175.0,72.0,Right Winger,3925.jpg,0.75,1.0,0.875
1802,sidney-sam,31.01.1988,174.0,71.0,Attacking Midfielder,48783.jpg,0.25,0.25,0.25
1803,sidy-kone,06.06.1992,185.0,73.0,,193495.jpg,0.75,0.75,0.75
1805,silvio_2,28.09.1987,178.0,72.0,Right Fullback,122841.jpg,0.25,0.25,0.25
1806,simao,31.10.1979,170.0,64.0,Left Midfielder,15657.jpg,0.25,0.25,0.25
1809,simon-davies,23.10.1979,178.0,72.0,Left Midfielder,8890.jpg,0.25,0.25,0.25
1810,simon-jentzsch,04.05.1976,196.0,96.0,Goalkeeper,274.jpg,0.25,0.25,0.25
1811,simon-kjaer,26.03.1989,190.0,82.0,Center Back,76971.jpg,0.0,0.0,0.0
1813,simon-pouplin,28.05.1985,185.0,78.0,Goalkeeper,21886.jpg,0.25,0.25,0.25
1814,simon-rolfes,21.01.1982,191.0,83.0,Defensive Midfielder,579.jpg,0.0,0.0,0.0
1816,siqueira,28.04.1986,184.0,76.0,Left Midfielder,58906.jpg,0.0,0.0,0.0
1817,sisi,22.04.1986,168.0,68.0,Left Winger,61959.jpg,0.25,0.25,0.25
1819,slobodan-medojevic,20.11.1990,183.0,78.0,,93395.jpg,0.25,0.25,0.25
1820,slobodan-rajkovic,03.02.1989,191.0,88.0,Center Back,37918.jpg,0.0,0.0,0.0
1821,sofian-chahed,18.04.1983,178.0,73.0,Defensive Midfielder,9814.jpg,0.25,0.25,0.25
1822,sofiane-feghouli,26.12.1989,178.0,71.0,Right Midfielder,85760.jpg,0.5,0.5,0.5
1823,sokratis-papastathopoulos,09.06.1988,185.0,82.0,Center Back,39409.jpg,0.25,0.25,0.25
1824,soldado,27.05.1985,179.0,72.0,Center Forward,39789.jpg,0.0,0.0,0.0
1825,sonny-kittel,06.01.1993,178.0,65.0,Attacking Midfielder,166983.jpg,0.0,0.0,0.0
1826,sotirios-kyrgiakos,23.07.1979,193.0,88.0,Center Back,8242.jpg,0.25,0.25,0.25
1827,soufian-benyamina,02.03.1990,189.0,78.0,Center Forward,97655.jpg,0.25,0.5,0.375
1828,souleymane-camara,22.12.1982,174.0,72.0,Right Winger,1248.jpg,0.75,1.0,0.875
1829,souleymane-diawara,24.12.1978,185.0,74.0,Center Back,11454.jpg,1.0,1.0,1.0
1830,srdjan-lakic,02.10.1983,186.0,82.0,Center Forward,40636.jpg,0.0,0.0,0.0
1831,steed-malbranque,06.01.1980,173.0,72.0,Attacking Midfielder,10131.jpg,0.25,0.25,0.25
1832,steeve-elana,11.07.1980,185.0,80.0,,24162.jpg,0.75,0.75,0.75
1834,stefan-aigner,20.08.1987,185.0,72.0,Right Midfielder,50636.jpg,0.0,0.0,0.0
1835,stefan-babovic,07.01.1987,180.0,72.0,Attacking Midfielder,26038.jpg,0.0,0.0,0.0
1836,stefan-bell,24.08.1991,192.0,86.0,Center Back,163349.jpg,0.0,0.0,0.0
1837,stefan-kiessling,25.01.1984,191.0,80.0,Center Forward,9812.jpg,0.0,0.0,0.0
1838,stefan-reinartz,01.01.1989,189.0,83.0,Center Back,57611.jpg,0.0,0.0,0.0
1839,stefan-reisinger,14.09.1981,185.0,82.0,Center Forward,647.jpg,0.25,0.0,0.125
1840,stefan-thesker,11.04.1991,190.0,82.0,Center Back,172321.jpg,0.25,0.25,0.25
1841,stefano-celozzi,02.11.1988,171.0,65.0,Right Fullback,37394.jpg,0.0,0.0,0.0
1842,stelios-malezas,11.03.1985,192.0,80.0,Center Back,39443.jpg,0.25,0.25,0.25
1843,stephan-andersen,26.11.1981,188.0,82.0,Goalkeeper,20871.jpg,0.0,0.0,0.0
1844,stephan-fuerstner,11.09.1987,178.0,71.0,Defensive Midfielder,40354.jpg,0.0,0.0,0.0
1845,stephan-hain,27.09.1988,180.0,75.0,Center Forward,97188.jpg,0.0,0.25,0.125
1846,stephan-schroeck,21.08.1986,170.0,68.0,Right Midfielder,27058.jpg,0.25,0.25,0.25
1849,stephane-mbia,20.05.1986,189.0,82.0,Defensive Midfielder,30434.jpg,1.0,0.75,0.875
1851,stephane-sessegnon,01.06.1984,172.0,72.0,Right Midfielder,43883.jpg,0.75,0.75,0.75
1854,stephen-ireland,22.08.1986,175.0,68.0,Attacking Midfielder,37590.jpg,0.25,0.25,0.25
1855,stephen-kelly,06.09.1983,181.0,77.0,Right Fullback,12093.jpg,0.25,0.25,0.25
1857,stephen-warnock,12.12.1981,183.0,77.0,Left Fullback,3694.jpg,0.0,0.0,0.0
1859,steve-harper,14.03.1975,188.0,82.0,,3864.jpg,0.0,0.25,0.125
1860,steve-mandanda,28.03.1985,185.0,82.0,Goalkeeper,49404.jpg,0.75,1.0,0.875
1862,steven-caulker,29.12.1991,191.0,76.0,Center Back,150290.jpg,0.5,0.75,0.625
1863,steven-cherundolo,19.02.1979,172.0,69.0,Right Fullback,835.jpg,0.0,0.25,0.125
1864,steven-davis_2,01.01.1985,170.0,60.0,Defensive Midfielder,19170.jpg,0.0,0.0,0.0
1866,steven-gerrard,30.05.1980,188.0,83.0,Center Midfielder,2763.jpg,0.0,0.0,0.0
1867,steven-naismith,14.09.1986,175.0,72.0,Center Forward,28169.jpg,0.0,0.0,0.0
1869,steven-pienaar,17.03.1982,176.0,66.0,Attacking Midfielder,1604.jpg,0.5,0.5,0.5
1870,steven-reid,10.03.1981,180.0,75.0,Right Fullback,1757.jpg,0.5,0.5,0.5
1871,steven-sidwell,14.12.1982,178.0,70.0,Center Midfielder,29262.jpg,0.25,0.25,0.25
1872,steven-taylor,23.01.1986,188.0,81.0,,20602.jpg,0.0,0.25,0.125
1873,steven-whittaker,16.06.1984,186.0,87.0,Right Fullback,28136.jpg,0.0,0.25,0.125
1875,stewart-downing,22.07.1984,182.0,70.0,Left Midfielder,10203.jpg,0.0,0.25,0.125
1876,stilian-petrov,05.07.1979,180.0,77.0,Center Midfielder,8116.jpg,0.25,0.25,0.25
1877,stuart-taylor,28.11.1980,195.0,86.0,Goalkeeper,2589.jpg,0.0,0.25,0.125
1878,susaeta_3,14.12.1987,179.0,68.0,Right Winger,93894.jpg,0.0,0.0,0.0
1879,sven-bender,27.04.1989,185.0,72.0,Defensive Midfielder,51962.jpg,0.0,0.0,0.0
1881,sven-neuhaus,04.04.1978,192.0,90.0,,628.jpg,0.25,0.25,0.25
1882,sven-schipplock,08.11.1988,185.0,79.0,Center Forward,87317.jpg,0.25,0.25,0.25
1883,sven-ulreich,03.08.1988,189.0,80.0,Goalkeeper,46371.jpg,0.25,0.25,0.25
1884,sylvain-armand,01.08.1980,182.0,82.0,Left Fullback,11672.jpg,0.0,0.0,0.0
1885,sylvain-distin,16.12.1977,191.0,85.0,Center Back,12040.jpg,0.75,1.0,0.875
1886,sylvain-marchal,10.02.1980,184.0,80.0,Center Back,11650.jpg,0.25,0.25,0.25
1887,sylvain-marveaux,15.04.1986,172.0,64.0,Left Midfielder,52447.jpg,0.5,0.5,0.5
1888,sylvio-rodelin,18.11.1989,192.0,70.0,,134763.jpg,0.5,0.5,0.5
1889,szabolcs-huszti,18.04.1983,173.0,72.0,Right Midfielder,15939.jpg,0.0,0.0,0.0
1891,takashi-inui,02.06.1988,169.0,59.0,Attacking Midfielder,78040.jpg,0.25,0.5,0.375
1892,takashi-usami,06.05.1992,178.0,69.0,Attacking Midfielder,135831.jpg,0.5,0.5,0.5
1893,tamas-hajnal,15.03.1981,170.0,67.0,Attacking Midfielder,159.jpg,0.25,0.25,0.25
1894,teemu-pukki,29.03.1990,180.0,78.0,Center Forward,48129.jpg,0.0,0.0,0.0
1895,thanos-petsos,05.06.1991,184.0,80.0,Defensive Midfielder,162682.jpg,0.0,0.0,0.0
1896,theo-walcott,16.03.1989,170.0,68.0,Center Forward,42606.jpg,0.5,0.5,0.5
1897,theodor-gebre-selassie,24.12.1986,181.0,71.0,Right Fullback,95898.jpg,0.5,0.75,0.625
1898,thiago-motta,28.08.1982,186.0,75.0,Center Midfielder,3588.jpg,0.25,0.25,0.25
1899,thiago-silva,22.09.1984,183.0,79.0,Center Back,29391.jpg,0.25,0.25,0.25
1901,thiago_17,11.04.1991,172.0,71.0,Attacking Midfielder,142540.jpg,0.5,0.5,0.5
1902,thibaut-courtois,11.05.1992,199.0,88.0,Goalkeeper,140652.jpg,0.25,0.25,0.25
1903,thierry-doubai,01.07.1988,180.0,75.0,Defensive Midfielder,92766.jpg,1.0,0.75,0.875
1906,thomas-kahlenberg,20.03.1983,183.0,72.0,Attacking Midfielder,15667.jpg,0.0,0.0,0.0
1907,thomas-kleine,28.12.1977,191.0,82.0,Center Back,463.jpg,0.0,0.0,0.0
1909,thomas-mueller,13.09.1989,186.0,74.0,Attacking Midfielder,97332.jpg,0.0,0.25,0.125
1910,thomas-pledl,23.05.1994,174.0,65.0,,177895.jpg,0.0,0.0,0.0
1911,thomas-soerensen,12.06.1976,195.0,89.0,Goalkeeper,1187.jpg,0.25,0.25,0.25
1912,thomas-vermaelen,14.11.1985,180.0,73.0,Center Back,19912.jpg,0.0,0.0,0.0
1914,thorben-marx,01.06.1981,184.0,83.0,Defensive Midfielder,558.jpg,0.25,0.25,0.25
1916,tiago_3,02.05.1981,183.0,71.0,Attacking Midfielder,15650.jpg,0.0,0.0,0.0
1917,tim-hoogland,11.06.1985,183.0,75.0,Right Fullback,20135.jpg,0.0,0.0,0.0
1918,tim-howard,06.03.1979,195.0,88.0,Goalkeeper,12074.jpg,0.25,0.25,0.25
1919,tim-krul,03.04.1988,188.0,74.0,Goalkeeper,60600.jpg,0.25,0.25,0.25
1920,tim-wiese,17.12.1981,193.0,100.0,Goalkeeper,986.jpg,0.25,0.25,0.25
1921,timm-klose,09.05.1988,193.0,87.0,,148824.jpg,0.0,0.0,0.0
1922,timmy-simons,11.12.1976,186.0,79.0,Defensive Midfielder,1116.jpg,0.0,0.0,0.0
1923,timo-gebhart,12.04.1989,182.0,83.0,Attacking Midfielder,81617.jpg,0.25,0.25,0.25
1924,timo-hildebrand,05.04.1979,186.0,80.0,Goalkeeper,300.jpg,0.0,0.0,0.0
1925,timor_2,17.01.1989,185.0,77.0,Center Midfielder,179529.jpg,0.0,0.0,0.0
1926,timothee-kolodziejczak,01.10.1991,181.0,69.0,Left Fullback,130296.jpg,0.25,0.5,0.375
1927,timothy-chandler,29.03.1990,186.0,81.0,Right Midfielder,97317.jpg,0.5,0.5,0.5
1928,tino-costa,09.01.1985,176.0,75.0,Attacking Midfielder,124914.jpg,0.25,0.25,0.25
1929,tito_10,11.07.1985,174.0,62.0,,152956.jpg,0.0,0.0,0.0
1930,titus-bramble,21.07.1981,187.0,87.0,Center Back,3872.jpg,0.75,1.0,0.875
1931,tobias-levels,22.11.1986,186.0,81.0,Right Fullback,52117.jpg,0.25,0.25,0.25
1932,tobias-mikkelsen,18.09.1986,179.0,72.0,Right Winger,87236.jpg,0.0,0.25,0.125
1933,tobias-steffen,03.06.1992,175.0,67.0,Center Forward,174134.jpg,0.0,0.25,0.125
1934,tobias-werner,19.07.1985,176.0,66.0,Left Midfielder,24620.jpg,0.0,0.0,0.0
1935,toifilou-maoulida,08.06.1979,184.0,77.0,Center Forward,11326.jpg,0.75,0.75,0.75
1936,tolgay-arslan,16.08.1990,180.0,77.0,Attacking Midfielder,97803.jpg,0.25,0.25,0.25
1937,tom-cleverley,12.08.1989,175.0,67.0,,124351.jpg,0.0,0.0,0.0
1939,tom-huddlestone,28.12.1986,188.0,80.0,Defensive Midfielder,29395.jpg,0.5,0.5,0.5
1940,tom-mickel,19.04.1989,186.0,81.0,Goalkeeper,81719.jpg,0.25,0.25,0.25
1941,tom-starke,18.03.1981,194.0,91.0,Goalkeeper,27.jpg,0.25,0.5,0.375
1942,tom-trybull,09.03.1993,181.0,72.0,Defensive Midfielder,174531.jpg,0.0,0.25,0.125
1943,tomas-pekhart,26.05.1989,194.0,80.0,Center Forward,86992.jpg,0.0,0.25,0.125
1944,tomas-rincon,13.01.1988,175.0,75.0,Defensive Midfielder,117136.jpg,0.25,0.25,0.25
1945,tomas-rosicky,04.10.1980,178.0,67.0,Attacking Midfielder,444.jpg,0.0,0.0,0.0
1946,tomer-hemed,02.05.1987,183.0,81.0,Center Forward,57247.jpg,0.5,0.5,0.5
1947,toni-doblas,05.08.1980,184.0,78.0,Goalkeeper,12244.jpg,0.25,0.25,0.25
1948,toni-kroos,04.01.1990,182.0,78.0,Attacking Midfielder,84724.jpg,0.0,0.0,0.0
1949,toni_12,04.04.1990,175.0,69.0,Left Midfielder,153154.jpg,0.25,0.25,0.25
1950,tono,17.12.1979,182.0,82.0,Goalkeeper,33514.jpg,0.0,0.0,0.0
1951,tony-hibbert,20.02.1981,172.0,70.0,Right Fullback,10081.jpg,0.0,0.0,0.0
1952,tony-jantschke,07.04.1990,177.0,74.0,Right Fullback,97820.jpg,0.0,0.25,0.125
1953,toquero,09.08.1984,182.0,79.0,Center Forward,125986.jpg,0.0,0.25,0.125
1954,torsten-oehrl,07.01.1986,191.0,84.0,Center Forward,35101.jpg,0.0,0.0,0.0
1955,tranquillo-barnetta,22.05.1985,178.0,68.0,Left Midfielder,11951.jpg,0.0,0.25,0.125
1956,trashorras,28.02.1981,179.0,71.0,Attacking Midfielder,12405.jpg,0.25,0.0,0.125
1957,tripy-makonda,24.01.1990,180.0,70.0,Left Fullback,135508.jpg,0.75,1.0,0.875
1958,tulio,31.01.1985,191.0,83.0,Center Forward,25380.jpg,0.25,0.25,0.25
1959,tunay-torun,21.04.1990,179.0,75.0,Right Winger,94443.jpg,0.25,0.25,0.25
1960,vaclav-pilar,13.10.1988,170.0,69.0,Right Winger,167546.jpg,0.0,0.25,0.125
1961,vadim-demidov,10.10.1986,185.0,80.0,Center Back,106829.jpg,0.25,0.25,0.25
1963,valera,21.12.1984,184.0,76.0,Right Fullback,19947.jpg,0.25,0.25,0.25
1964,valeron,17.06.1975,180.0,72.0,Attacking Midfielder,1404.jpg,0.0,0.25,0.125
1965,vasilis-pliatsikas,14.04.1988,174.0,73.0,Defensive Midfielder,39411.jpg,0.0,0.25,0.125
1966,vedad-ibisevic,06.08.1984,188.0,80.0,Center Forward,24151.jpg,0.25,0.25,0.25
1967,vegar-hedenstad,26.06.1991,178.0,74.0,Left Fullback,106967.jpg,0.25,0.25,0.25
1968,verdu,05.05.1983,176.0,72.0,Attacking Midfielder,27777.jpg,0.25,0.25,0.25
1969,victor-alvarez,14.03.1993,178.0,69.0,Left Fullback,180703.jpg,0.25,0.0,0.125
1970,victor-anichebe,28.04.1988,185.0,77.0,Center Forward,43216.jpg,0.75,0.75,0.75
1971,victor-montano,01.05.1984,177.0,76.0,Center Forward,24078.jpg,1.0,1.0,1.0
1973,victor-perez_2,12.01.1988,176.0,71.0,Center Midfielder,152844.jpg,0.0,0.25,0.125
1974,victor-ruiz_2,25.01.1989,184.0,80.0,Center Back,152627.jpg,0.25,0.25,0.25
1975,victor-sanchez,08.09.1987,174.0,73.0,Defensive Midfielder,109649.jpg,0.25,0.25,0.25
1976,victor-valdes,14.01.1982,183.0,78.0,Goalkeeper,3574.jpg,0.25,0.25,0.25
1977,victor_12,28.02.1985,180.0,77.0,Center Forward,32436.jpg,0.0,0.25,0.125
1978,vieirinha,24.01.1986,173.0,73.0,Right Midfielder,57844.jpg,0.25,0.0,0.125
1979,viktor-klonaridis,28.07.1992,178.0,70.0,Attacking Midfielder,179791.jpg,0.25,0.25,0.25
1980,vincent-aboubakar,22.01.1992,176.0,78.0,,165541.jpg,1.0,1.0,1.0
1981,vincent-kompany,10.04.1986,190.0,85.0,Center Back,14122.jpg,0.5,0.5,0.5
1982,vincent-muratori,03.08.1987,178.0,65.0,Left Fullback,87833.jpg,0.0,0.25,0.125
1984,vincent-pajot,19.08.1990,176.0,64.0,,170411.jpg,0.0,0.25,0.125
1986,vito-mannone,02.03.1988,187.0,80.0,Goalkeeper,58687.jpg,0.0,0.0,0.0
1987,vurnon-anita,04.04.1989,166.0,63.0,Defensive Midfielder,45008.jpg,1.0,1.0,1.0
1989,wakaso-mubarak,25.07.1990,171.0,72.0,Left Midfielder,125171.jpg,1.0,1.0,1.0
1990,wayne-rooney,24.10.1985,178.0,78.0,Center Forward,9207.jpg,0.0,0.0,0.0
1992,wes-brown,13.10.1979,185.0,75.0,Right Fullback,1686.jpg,0.25,0.25,0.25
1994,wesley-jobello,23.01.1994,179.0,68.0,Left Winger,205697.jpg,0.75,0.75,0.75
1996,william-gallas,17.08.1977,181.0,72.0,Center Back,7731.jpg,1.0,1.0,1.0
1997,william-kvist,24.02.1985,184.0,78.0,Center Midfielder,25394.jpg,0.0,0.0,0.0
1998,wilson-palacios,29.07.1984,178.0,71.0,Defensive Midfielder,35023.jpg,0.75,0.75,0.75
1999,winston-reid,03.07.1988,190.0,87.0,Center Back,53953.jpg,0.25,0.5,0.375
2001,wojciech-szczesny,18.04.1990,195.0,75.0,Goalkeeper,86927.jpg,0.0,0.25,0.125
2002,wolfgang-hesl,13.01.1986,186.0,87.0,Goalkeeper,32432.jpg,0.0,0.25,0.125
2003,xabi-alonso,25.11.1981,183.0,77.0,Defensive Midfielder,12729.jpg,0.25,0.25,0.25
2004,xabi-prieto,29.08.1983,186.0,76.0,Right Midfielder,17300.jpg,0.25,0.25,0.25
2005,xavi,25.01.1980,170.0,68.0,Attacking Midfielder,1400.jpg,0.0,0.0,0.0
2007,xherdan-shaqiri,10.10.1991,169.0,72.0,Left Midfielder,132744.jpg,0.25,0.25,0.25
2008,ximo,23.01.1990,177.0,70.0,,184988.jpg,0.25,0.25,0.25
2009,xisco_2,26.06.1986,188.0,85.0,Center Forward,32434.jpg,0.25,0.25,0.25
2010,yacine-brahimi,08.02.1990,175.0,65.0,Attacking Midfielder,118398.jpg,0.75,0.5,0.625
2012,yann-mvila,26.06.1990,169.0,56.0,Defensive Midfielder,119900.jpg,0.5,0.5,0.5
2015,yannick-djalo,05.05.1986,171.0,62.0,Center Forward,58124.jpg,0.75,0.75,0.75
2017,yannik-schulze,05.02.1995,186.0,77.0,Center Back,176300.jpg,0.0,0.0,0.0
2019,yassine-benzia,08.09.1994,179.0,71.0,,189542.jpg,0.25,0.25,0.25
2020,yassine-el-ghanassi,12.07.1990,173.0,,Left Winger,129168.jpg,0.5,0.5,0.5
2021,yassine-jebbour,24.08.1991,181.0,70.0,Left Fullback,169660.jpg,0.5,0.75,0.625
2023,yaya-toure,13.05.1983,191.0,90.0,Defensive Midfielder,18988.jpg,1.0,1.0,1.0
2024,yoan-gouffran,25.05.1986,175.0,70.0,Right Winger,27062.jpg,0.5,0.5,0.5
2025,yoann-gourcuff,11.07.1986,185.0,79.0,Attacking Midfielder,17504.jpg,0.25,0.0,0.125
2026,yohan-cabaye,14.01.1986,175.0,69.0,Defensive Midfielder,27071.jpg,0.0,0.0,0.0
2028,yohandry-orozco,19.03.1991,164.0,55.0,Attacking Midfielder,107399.jpg,0.5,0.5,0.5
2031,yossi-benayoun,05.05.1980,178.0,70.0,Attacking Midfielder,7777.jpg,0.25,0.25,0.25
2032,younes-belhanda,25.02.1990,174.0,75.0,Attacking Midfielder,150237.jpg,0.25,0.25,0.25
2033,younes-kaboul,04.01.1986,190.0,87.0,Center Back,26411.jpg,0.5,0.5,0.5
2035,youssef-el-arabi,03.02.1987,180.0,75.0,Center Forward,132073.jpg,0.5,0.75,0.625
2037,yunus-malli,24.02.1992,179.0,70.0,Attacking Midfielder,170255.jpg,0.25,0.0,0.125
2039,zdenk-pospch,14.12.1978,174.0,72.0,Right Fullback,21828.jpg,0.0,0.25,0.125
2040,zdravko-kuzmanovic,22.09.1987,186.0,71.0,Defensive Midfielder,35307.jpg,0.0,0.0,0.0
2041,ze-castro,13.01.1983,183.0,76.0,Center Back,29178.jpg,0.25,0.25,0.25
2042,zhi-gin-lam,04.06.1991,175.0,67.0,Right Fullback,119437.jpg,0.25,0.25,0.25
2044,zlatan-alomerovic,15.06.1991,187.0,88.0,Goalkeeper,170244.jpg,0.0,0.0,0.0
2045,zlatan-ibrahimovic,03.10.1981,192.0,84.0,Center Forward,1274.jpg,0.25,0.25,0.25
2046,zlatko-junuzovic,26.09.1987,172.0,69.0,Attacking Midfielder,33158.jpg,0.0,0.25,0.125
2047,zoltan-gera,22.04.1979,181.0,76.0,Left Winger,8020.jpg,0.25,0.25,0.25
2048,zoltan-stieber,16.10.1988,175.0,67.0,Left Midfielder,100063.jpg,0.0,0.0,0.0
2050,zoumana-camara,03.04.1979,182.0,76.0,Center Back,3955.jpg,0.75,1.0,0.875
2051,zubikarai,26.02.1984,185.0,84.0,Goalkeeper,125889.jpg,0.0,0.0,0.0
2052,zurutuza,19.07.1986,186.0,78.0,Defensive Midfielder,94763.jpg,0.0,0.0,0.0
